day,lat,lon
Friday,42.358285,-71.134443
Friday,42.358695,-71.13653
Friday,42.358518,-71.135923
Friday,42.358146,-71.135831
Friday,42.358245,-71.134277
Friday,42.35846,-71.13693
Friday,42.35824,-71.13604
Friday,42.358484,-71.135592
Friday,42.35815,-71.13583
Friday,42.35815,-71.13583
Friday,42.35821,-71.13568
Friday,42.35821,-71.13558
Friday,42.35824,-71.13547
Friday,42.35824,-71.13547
Friday,42.35824,-71.13547
Friday,42.358206,-71.134329
Friday,42.358206,-71.134329
Friday,42.358153,-71.134117
Friday,42.357815,-71.134199
Friday,42.35769,-71.133839
Friday,42.358005,-71.1336
Friday,42.358005,-71.1336
Friday,42.35768,-71.1338
Friday,42.35846,-71.135192
Friday,42.287294,-71.061252
Friday,42.287277,-71.061323
Friday,42.287181,-71.061462
Friday,42.28729,-71.061061
Friday,42.287202,-71.061031
Friday,42.2872,-71.06147
Friday,42.2872,-71.06147
Friday,42.28729,-71.061061
Friday,42.298605,-71.057578
Friday,42.299073,-71.058029
Friday,42.288415,-71.05528
Friday,42.294035,-71.056627
Friday,42.294035,-71.056627
Friday,42.294035,-71.056627
Friday,42.294035,-71.056627
Friday,42.299143,-71.058146
Friday,42.298318,-71.057548
Friday,42.298464,-71.056686
Friday,42.297925,-71.057153
Friday,42.296632,-71.056874
Friday,42.295129,-71.055924
Friday,42.294508,-71.056248
Friday,42.294508,-71.056248
Friday,42.292319,-71.057665
Friday,42.292175,-71.057633
Friday,42.29203,-71.057607
Friday,42.291261,-71.057357
Friday,42.289751,-71.056405
Friday,42.288973,-71.055842
Friday,42.289008,-71.055401
Friday,42.288819,-71.055823
Friday,42.288562,-71.056195
Friday,42.288562,-71.056195
Friday,42.29523,-71.054266
Friday,42.29523,-71.054266
Friday,42.29496,-71.05422
Friday,42.29518,-71.05441
Friday,42.2948,-71.05462
Friday,42.29502,-71.05394
Friday,42.29499,-71.05409
Friday,42.29496,-71.05422
Friday,42.29486,-71.0545
Friday,42.29502,-71.05394
Friday,42.29502,-71.05394
Friday,42.29502,-71.05394
Friday,42.29241,-71.05668
Friday,42.29223,-71.0562
Friday,42.29209,-71.05613
Friday,42.29236,-71.05625
Friday,42.29218,-71.05658
Friday,42.29223,-71.0562
Friday,42.29197,-71.05649
Friday,42.29197,-71.05649
Friday,42.27694,-71.161
Friday,42.27723,-71.16116
Friday,42.27691,-71.16116
Friday,42.27715,-71.1614
Friday,42.27679,-71.16154
Friday,42.277149,-71.162181
Friday,42.27704,-71.16058
Friday,42.27742,-71.162
Friday,42.277366,-71.162366
Friday,42.27694,-71.16098
Friday,42.27694,-71.161
Friday,42.276725,-71.161742
Friday,42.27684,-71.16221
Friday,42.27667,-71.16185
Friday,42.27697,-71.162
Friday,42.29985,-71.05837
Friday,42.29985,-71.05837
Friday,42.29969,-71.05802
Friday,42.29916,-71.05816
Friday,42.299105,-71.05809
Friday,42.299105,-71.05809
Friday,42.299105,-71.05809
Friday,42.29805,-71.05721
Friday,42.29805,-71.05721
Friday,42.29805,-71.05721
Friday,42.29782,-71.05706
Friday,42.29764,-71.05705
Friday,42.29764,-71.05705
Friday,42.29764,-71.05705
Friday,42.2975,-71.05694
Friday,42.2975,-71.05694
Friday,42.2975,-71.05694
Friday,42.297337,-71.056895
Friday,42.29708,-71.05681
Friday,42.297059,-71.056801
Friday,42.297059,-71.056801
Friday,42.297059,-71.056801
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29666,-71.05629
Friday,42.29666,-71.05629
Friday,42.29665,-71.05628
Friday,42.29665,-71.05628
Friday,42.29617,-71.05661
Friday,42.29642,-71.05621
Friday,42.29642,-71.05621
Friday,42.29588,-71.05658
Friday,42.29588,-71.05658
Friday,42.29558,-71.05646
Friday,42.29513,-71.05597
Friday,42.29513,-71.05597
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29468,-71.05667
Friday,42.29468,-71.05667
Friday,42.29468,-71.05667
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29454,-71.05675
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.351009,-71.059721
Friday,42.350529,-71.059095
Friday,42.29229,-71.05708
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29229,-71.05708
Friday,42.29229,-71.05708
Friday,42.29268,-71.05752
Friday,42.29161,-71.05754
Friday,42.29149,-71.05749
Friday,42.29117,-71.05729
Friday,42.29089,-71.05704
Friday,42.29089,-71.05704
Friday,42.29078,-71.05699
Friday,42.29039,-71.05669
Friday,42.29028,-71.0566
Friday,42.29028,-71.0566
Friday,42.29046,-71.05612
Friday,42.29016,-71.05596
Friday,42.29016,-71.05596
Friday,42.29016,-71.05596
Friday,42.289777,-71.056296
Friday,42.289777,-71.056296
Friday,42.289777,-71.056296
Friday,42.28985,-71.05581
Friday,42.28974,-71.05575
Friday,42.28974,-71.05575
Friday,42.28953,-71.05563
Friday,42.2893,-71.05612
Friday,42.289516,-71.055618
Friday,42.28933,-71.05553
Friday,42.28922,-71.0555
Friday,42.28898,-71.05584
Friday,42.28867,-71.05532
Friday,42.28867,-71.05532
Friday,42.28867,-71.05532
Friday,42.28845,-71.0557
Friday,42.35785,-71.13196
Friday,42.35792,-71.13248
Friday,42.35777,-71.1321
Friday,42.35768,-71.13224
Friday,42.357863,-71.132675
Friday,42.35816,-71.13193
Friday,42.357917,-71.131569
Friday,42.35814,-71.1321
Friday,42.35789,-71.13172
Friday,42.35785,-71.13196
Friday,42.35785,-71.13196
Friday,42.35792,-71.13248
Friday,42.289709,-71.061306
Friday,42.358286,-71.133774
Friday,42.358153,-71.133769
Friday,42.35857,-71.13613
Friday,42.35856,-71.13606
Friday,42.35852,-71.13595
Friday,42.35824,-71.13604
Friday,42.35864,-71.136519
Friday,42.357622,-71.132463
Friday,42.357622,-71.132463
Friday,42.35759,-71.1326
Friday,42.35759,-71.1326
Friday,42.358515,-71.134539
Friday,42.3589,-71.133667
Friday,42.35913,-71.13683
Friday,42.358977,-71.136107
Friday,42.358977,-71.136107
Friday,42.35947,-71.1367
Friday,42.358949,-71.135964
Friday,42.359311,-71.135857
Friday,42.35889,-71.13569
Friday,42.35909,-71.13671
Friday,42.359238,-71.1355
Friday,42.35888,-71.13559
Friday,42.358845,-71.135474
Friday,42.358845,-71.135474
Friday,42.358845,-71.135474
Friday,42.358816,-71.13529
Friday,42.358738,-71.134892
Friday,42.35907,-71.13464
Friday,42.35906,-71.136554
Friday,42.35903,-71.13449
Friday,42.35859,-71.13416
Friday,42.358913,-71.133838
Friday,42.358541,-71.133913
Friday,42.358508,-71.133709
Friday,42.359179,-71.13519
Friday,42.358746,-71.135079
Friday,42.359403,-71.136424
Friday,42.359395,-71.136383
Friday,42.35947,-71.1367
Friday,42.35947,-71.1367
Friday,42.35909,-71.13671
Friday,42.35888,-71.13559
Friday,42.358769,-71.135094
Friday,42.358769,-71.135094
Friday,42.358762,-71.135041
Friday,42.35903,-71.13449
Friday,42.35899,-71.13432
Friday,42.35864,-71.13436
Friday,42.35894,-71.13409
Friday,42.35892,-71.13388
Friday,42.359053,-71.136517
Friday,42.358541,-71.133913
Friday,42.358541,-71.133913
Friday,42.358541,-71.133913
Friday,42.3588,-71.13354
Friday,42.358495,-71.133637
Friday,42.358495,-71.133637
Friday,42.35876,-71.13338
Friday,42.35864,-71.136519
Friday,42.358505,-71.135728
Friday,42.358484,-71.135592
Friday,42.35839,-71.13673
Friday,42.358426,-71.135289
Friday,42.35815,-71.13583
Friday,42.358423,-71.13527
Friday,42.358351,-71.134902
Friday,42.3584,-71.136587
Friday,42.358312,-71.134748
Friday,42.358061,-71.135073
Friday,42.35827,-71.134588
Friday,42.358206,-71.134329
Friday,42.357925,-71.134585
Friday,42.358153,-71.134117
Friday,42.357815,-71.134199
Friday,42.357993,-71.133552
Friday,42.35861,-71.13635
Friday,42.35765,-71.133652
Friday,42.357607,-71.133396
Friday,42.357681,-71.133811
Friday,42.35824,-71.13604
Friday,42.35824,-71.13604
Friday,42.358505,-71.135728
Friday,42.358505,-71.135728
Friday,42.35821,-71.13568
Friday,42.35821,-71.13568
